"SFM1H" "SFM2H" "SFM3H" "MEL1H" "MEL2H" "MEL3H"
"comp5150_seq0" 108 56 91 107 164 143
"comp12024_seq1" 11.74 16.52 2.97 4.77 5.45 55.32
"comp24621_seq0" 0 0 2 1 0 4
"comp8894_seq0" 28.37 42.23 63.61 29.82 41.92 49.04
"comp24839_seq0" 0 0 1 1 0 0
"comp19646_seq0" 3 3 1 7 14 19
"comp1054_seq0" 326.55 466.86 234.08 1176.62 611.39 1088.11
"comp37113_seq0" 0 2 0 0 0 0
"comp13110_seq0" 16 63 33 26 45 25
"comp26450_seq0" 1 2 1 2 2 0
"comp2115_seq0" 954.64 966.78 1226.49 773.88 668.97 695.36
"comp17541_seq0" 33 44 37 78 91 76
"comp3317_seq2" 122 105 93 126 151 153
"comp1971_seq1" 346 82 2114.88 353.37 425 658.38
"comp37543_seq0" 0 0 0 2 0 0
"comp1011_seq0" 2096 1602 1937 1766 1711 1995
"comp41055_seq0" 0 0 8 2 3 0
"comp17111_seq0" 31 21 63 29 51 25
"comp55970_seq0" 0 0 1 0 0 2
"comp13540_seq0" 28.04 36.86 19.42 34 17.42 26.78
"comp58126_seq0" 0 0 2 1 0 0
"comp10186_seq0" 29 24 16 37 57 16
"comp14278_seq0" 21 11.5 14 17 36 15
"comp1445_seq0" 8.02 35.55 15.12 0 37.25 1.01
"comp42782_seq0" 0 0 0 0 0 0
"comp2939_seq1" 50.36 21.44 56.59 38.62 48.74 52.52
"comp54091_seq0" 0 0 1 0 0 0
"comp42441_seq0" 3.24 0 3.26 3.42 3.26 6.49
"comp39449_seq0" 1 1 1 0 0 2
"comp10228_seq0" 135 89 85 108 118 122
"comp29888_seq0" 0 1 1 2 2 0
"comp58288_seq0" 0 0 0 0 0 0
"comp45599_seq0" 0 0 1 0 0 0
"comp20943_seq0" 8 9 18 2 9 1
"comp38330_seq0" 0 1 2 0 0 3
"comp22550_seq0" 7 0 0 1 18 6
"comp17908_seq2" 0 2.43 0 0 1.25 0
"comp38040_seq0" 0 0 0 0 0 0
"comp43637_seq0" 0 1 0 2 0 0
"comp40485_seq0" 0 0 0 0 0 0
"comp45080_seq0" 0 0 3 0 0 0
"comp40620_seq0" 0 0 1 1 0 0
"comp38368_seq0" 0 1 4 1 1 4
"comp46111_seq0" 0 0 0 0 1 0
"comp52100_seq0" 0 0 0 1 3 0
"comp34798_seq0" 5.6 0 0 0 7.15 10.64
"comp28909_seq0" 15 2 3 1 3 2
"comp15151_seq0" 23 13 16 11 31 31
"comp930_seq1" 12.61 0 16.64 4.03 24.54 8.64
"comp46541_seq0" 0 3 0 1 0 3
"comp35153_seq0" 1 0 7 0 3 2
"comp53195_seq0" 0 2 2 4 0 0
"comp4362_seq0" 191 218 167 173 205 227
"comp37079_seq0" 0 0 0 6 0 2
"comp39976_seq0" 0 1 7 1 1 0
"comp10965_seq0" 43 36 38 31 24 41
"comp6443_seq0" 7.75 0 4.73 9.93 3.66 10.97
"comp8666_seq2" 4.33 7.79 21.27 11.37 7.38 23.87
"comp54032_seq0" 0 0 1 0 0 0
"comp54342_seq0" 0 0 0 0 0 0
"comp6815_seq1" 1.26 2.92 10.69 0 2.37 1.03
"comp3331_seq1" 139.96 34 22 167.99 396.71 322.47
"comp24056_seq0" 0 0 0 0 0 0
"comp32315_seq0" 1 4 7 4 5 7
"comp1921_seq0" 83.61 58.78 139.03 125.92 100.1 128.16
"comp37859_seq0" 0 0 1 0 0 0
"comp56279_seq0" 0 0 0 0 0 1
"comp713_seq1" 3361.07 1321.68 4047.02 3506.06 2417.81 3665.95
"comp4835_seq0" 67 114 88 101 84 109
"comp19286_seq0" 11 10 7 3 1 3
"comp16737_seq0" 15 1 2 14 5 14
"comp20826_seq0" 30 23 26 18 9 12
"comp20770_seq0" 3 3 0 1 6 0
"comp5486_seq0" 201 165 156 165 138 136
"comp34662_seq0" 0 0 0 0 0 0
"comp24720_seq0" 0 3 4 6 9 285
"comp44293_seq0" 0 1 0 0 0 0
"comp12583_seq1" 7.27 1.3 5.29 3.11 8.37 0
"comp21974_seq0" 3 1 5 2 0 0
"comp24876_seq0" 0 6 0 3 4 0
"comp20433_seq0" 4 1 4 8 2 3
"comp15048_seq0" 3 17 3 12 7 15
"comp53766_seq0" 0 0 0 0 0 1
"comp42992_seq0" 0 0 2 3 0 0
"comp15338_seq0" 17.07 5.04 19.41 4.04 9.05 5.07
"comp27703_seq0" 3 1 0 0 1 5
"comp2377_seq0" 129 273 158 128 154 291
"comp1920_seq2" 696 508.9 1413.66 618.8 974.93 734.96
"comp6494_seq0" 0 0 0 0 0 0.18
"comp1672_seq0" 737.54 465.19 854.44 695.09 637.53 1176.77
"comp9369_seq4" 26.11 48.79 22.44 0 19.37 2.83
"comp15360_seq0" 17 10 15 24 48 4
"comp36806_seq0" 0 1 2 6 2 5
"comp5_seq0" 251955.4 283889.2 273739.1 233918.1 215766.3 270590.3
"comp8869_seq1" 143 174 137 128 175 181
"comp58648_seq0" 0 0 0 0 0 0
"comp30657_seq0" 0 0 7 0 0 0
"comp7612_seq1" 93.71 60 145.53 80.86 85.19 84
"comp57199_seq0" 0 0 0 0 0 0
"comp8519_seq0" 276 52 196 218 218 199
"comp12323_seq1" 86.46 99 83 101.72 139.77 107.55
"comp9092_seq1" 59 80 65 44 32 55
"comp33075_seq0" 0 0 2 0 7 5
"comp28069_seq0" 1 0 0 0 0 0
"comp14756_seq1" 20.93 4 8.24 13 34.2 22.7
"comp14019_seq0" 23 15 12 40 19 45
"comp40835_seq0" 2 6 0 0 0 0
"comp10850_seq1" 28.31 13.73 29.83 26.75 14.8 41.16
"comp26596_seq0" 6 6 0 17 8 19
"comp37534_seq0" 1 0 0 0 0 8
"comp15202_seq0" 0 8 1 0 19 1
"comp51335_seq0" 1 2 1 0 0 1
"comp51045_seq0" 0 0 2 0 0 2
"comp43613_seq0" 0 4 2 2 0 2
"comp7021_seq0" 91 100 94 65 87 158
"comp1209_seq0" 194.79 89.7 203.46 132.67 181.69 146.7
"comp15400_seq0" 5 1 2 24 12 15
"comp6488_seq0" 16 24 16 21 17 24
"comp35258_seq0" 0 1 0 3 3 4
"comp3547_seq0" 545 360 247 733 359 2464
"comp27378_seq0" 0 1 0 3 0 0
"comp52451_seq0" 0 0 0 2 0 0
"comp21829_seq0" 0 20 9.01 3 12 8
"comp18452_seq0" 16 5 9.66 2.02 4.56 15
"comp11457_seq0" 14 29.65 8.84 51 221.93 80.76
"comp44198_seq0" 0 0 0 0 0 0
"comp20162_seq0" 1 0 8 2 3 1
"comp20883_seq0" 42 29 42 35 32 48
"comp19223_seq0" 10 13 8 17 16 15
"comp36711_seq0" 5 0 4 2 3 3
"comp18250_seq0" 3 3 7 8 5 5
"comp49310_seq0" 0 0 4 2 0 3
"comp38408_seq0" 0 0 0 0 0 1
"comp21631_seq0" 7 5 12 9 6 10
"comp33855_seq0" 0 0 0 0 0 2
"comp55893_seq0" 0 0 0 0 0 0
"comp26393_seq0" 4 4 0 3 3 2
"comp981_seq0" 560 432 561 565 499 808
"comp24157_seq0" 6 1 0 0 1 0
"comp274_seq5" 77.69 64.29 111.47 65.91 35.85 59.94
"comp16713_seq0" 2 1 0 3 0 1
"comp55734_seq0" 0 0 3 0 0 0
"comp20417_seq0" 13 8 24 38 59 43
"comp54507_seq0" 0 0 0 0 0 0
"comp39221_seq0" 0 0 0 1 0 0
"comp42229_seq0" 0 2 3 1 3 1
"comp45753_seq0" 1 1 3 0 0 3
"comp5803_seq0" 82.27 36 83.66 83.59 56.37 53
"comp16478_seq3" 2 0 2 1 5 2
"comp47713_seq0" 0 0 1 0 1 0
"comp8888_seq0" 74 87 70 72 82 106
"comp5834_seq0" 33 23 44 46 17 40
"comp7071_seq1" 147 155 168 103 118 145
"comp7911_seq0" 5 10 16 4 17 6
"comp28697_seq0" 2 1 5 14 0 4
"comp7873_seq0" 110 102 72 90 121 109
"comp21692_seq0" 31 35 26 31 23 13
"comp1415_seq3" 247.48 92.73 102.41 127.12 74.91 98.57
"comp20444_seq0" 3 5 5 5 4 7
"comp2835_seq2" 179.65 151.89 185.36 109.67 121.91 146.02
"comp3253_seq2" 519.38 411.99 802.15 644.65 714.76 686.59
"comp12861_seq0" 26 47 14 108 40 71
"comp42674_seq0" 0 1 12 2 0 1
"comp32863_seq0" 1 0 4 0 3 2
"comp7954_seq0" 5 14.44 13 7 4.31 10
"comp51022_seq0" 0 0 1 0 2 0
"comp58027_seq0" 0 0 0 0 1 0
"comp32182_seq0" 0 0 0 0 1 0
"comp56018_seq0" 0 5 1 0 0 0
"comp54104_seq0" 2 0 1 2 0 0
"comp6761_seq0" 97 31 40 96 89 100
"comp6321_seq1" 9.2 0 0 0 15.71 0
"comp2145_seq3" 13 5 11 0 6 2
"comp615_seq0" 1430.99 1090.93 1318.84 1730.84 1498.37 3110.96
"comp24554_seq0" 1.01 2.02 4.05 6.08 1.01 0
"comp48658_seq0" 0 0 0 0 1 2
"comp29948_seq0" 5 3 0 0 0 5
"comp6142_seq0" 23 56 2 14 28 22
"comp20934_seq0" 3 1 1 1 5 3
"comp21473_seq0" 4 1 4 3 1 3
"comp21730_seq0" 5 13 25 7 9 8
"comp34848_seq0" 1 3 1 3 1 2
"comp24489_seq0" 9 14 33 15 21 13
"comp37218_seq0" 3 0 0 4 0 1
"comp40367_seq0" 0 0 0 1 0 1
"comp34171_seq0" 1 5 5 0 0 0
"comp3712_seq0" 30.31 6.41 11.19 19.65 8.04 10.69
"comp30121_seq0" 6 7 10 4 21 8
"comp7379_seq2" 210.26 125.55 247.06 191.09 199.32 214.47
"comp36610_seq0" 0 2 8 3 0 0
"comp15552_seq1" 43.47 7.45 25.77 38.43 29.29 35.69
"comp43328_seq0" 0 0 0 0 0 2
"comp21768_seq0" 3 0 0 1 2 9.81
"comp51867_seq0" 0 0 0 0 0 0
"comp58862_seq0" 0 0 1 0 0 0
"comp29262_seq0" 3 2 6 4 0 15
"comp56551_seq0" 0 0 0 0 1 0
"comp3866_seq0" 273 272 214 164 269 238
"comp22724_seq0" 1 0 0 0 0 0
"comp10123_seq0" 20 2 1 6 0 0
"comp29438_seq0" 1 0 0 0 1 0
"comp58183_seq0" 0 0 0 0 0 5
"comp27299_seq1" 3 0 3 1 1 2
"comp54585_seq0" 0 0 0 0 0 7
"comp14173_seq0" 3 0 3 0 1 1
"comp26101_seq0" 0 0 0 0 0 3
"comp37137_seq0" 0 0 1 0 0 4
"comp29460_seq0" 14 0 4 2 2 3
"comp44352_seq0" 0 0 0 0 0 0
"comp48919_seq0" 0 0 1 0 0 0
"comp22496_seq0" 13.24 8.18 14.19 22.6 6.14 7.11
"comp47031_seq0" 0 1 0 0 0 0
"comp32936_seq0" 2 5 3 1 3 2
"comp15278_seq1" 20 14 13 13 17 28
"comp26706_seq0" 1 2 4 3 1 1
"comp41110_seq1" 0 5.02 5 1.04 0 2.02
"comp4003_seq0" 64.52 110.4 41.41 0 153.7 95.47
"comp47341_seq0" 0 1 0 2 2 0
"comp6196_seq0" 39 62 48 69 103 85
"comp13800_seq0" 48.16 34.19 51.1 29.72 53.32 36.58
"comp39998_seq0" 4 1 2 0 0 12
"comp4225_seq2" 27.91 25.22 61.09 54.92 40.26 22.95
"comp37803_seq0" 0 0 0 3 8 0
"comp53672_seq0" 0 0 0 0 0 0
"comp5665_seq1" 72.7 95.57 56.87 80.91 153.88 98.32
"comp44077_seq0" 0 0 0 0 0 0
"comp17801_seq0" 6 13 4 14 16 4
"comp30870_seq0" 1 5 3 1 0 0
"comp38205_seq0" 1 0 0 0 0 2
"comp30726_seq0" 1 1 0 0 2 1
"comp43068_seq0" 0 0 0 0 0 0
"comp46_seq2" 29 23 71 58 94 51
"comp34776_seq0" 2 3 2 2 1 5
"comp40027_seq0" 1 0 0 1 0 2
"comp34820_seq0" 4 0 1 1 0 0
"comp1080_seq0" 1197 970 1113 1311 1747 3929
"comp43030_seq0" 0 0 0 0 0 0
"comp8138_seq0" 6 0 4 1 1 0
"comp50658_seq0" 0 1 2 2 1 3
"comp31642_seq0" 0 0 0 2 0 3
"comp38647_seq0" 6 0 0 1 1 1
"comp45687_seq0" 0 0 0 0 0 0
"comp16092_seq0" 6 5 15 24 14 20
"comp20135_seq0" 1 12 12 2 1 1
"comp27759_seq0" 9 6 7 3 9 6
"comp9660_seq0" 166 98 158 130 141 146
"comp16966_seq1" 56.73 74.58 71.14 78.32 66.56 83.56
"comp30494_seq0" 2 2 3 3 1 0
"comp43340_seq0" 2 0 0 3 0 0
"comp13055_seq1" 26.23 35.9 35.17 25.35 10.27 4.5
"comp44857_seq0" 2 1 0 0 0 1
"comp2107_seq2" 770 386 747 665 742 590
"comp30050_seq0" 7 0 0 2 0 1
"comp6853_seq0" 233 219 181 289.97 334 219
"comp35455_seq0" 0 0 0 0 2 0
"comp49643_seq0" 1 2 0 0 0 1
"comp28953_seq0" 4 0 2 5 2 0
"comp53493_seq0" 0 2 0 0 5 0
"comp13388_seq0" 32 37 35 41 40 51
"comp54797_seq0" 0 0 0 0 1 0
"comp54905_seq0" 0 0 0 1 0 1
"comp45214_seq0" 2 0 0 0 0 0
"comp32446_seq0" 0 0 0 3 0 0
"comp51362_seq0" 2 0 0 0 0 2
"comp58367_seq0" 0 1 0 1 0 0
"comp16254_seq0" 18 9 48 24 21 30
"comp29920_seq0" 2 6 0 0 0 1
"comp40183_seq0" 0 1 1 10 0 8
"comp717_seq0" 1860 1046 1858 2621 1395 2470
"comp17924_seq1" 18 8 9 2 20 8
"comp40862_seq0" 1 0 3 0 0 1
"comp59081_seq0" 0 0 0 0 0 1
"comp41129_seq0" 1 0 0 0 7 0
"comp6974_seq0" 107 109 121 159 152 152
"comp16107_seq1" 50.18 25.66 15.08 13.51 54.77 46.32
"comp7718_seq1" 0 0 0 4.97 9.43 0
"comp50919_seq0" 0 0 1 0 0 2
"comp12649_seq0" 34 14 135 101 170 143
"comp35109_seq0" 8 3.98 3.97 1 0.91 1
"comp3305_seq0" 43 100 43 39 59 30
"comp510_seq0" 350.32 387.63 365.7 311.72 610.59 537.32
"comp8095_seq0" 39 123 6 139 466 195
"comp36546_seq0" 0 0 0 1 0 0
"comp32979_seq0" 2 1 4 3 7 0
"comp49971_seq0" 0 0 0 0 0 0
"comp39788_seq0" 3 1 3 0 4 0
"comp9113_seq0" 62 83 81 31 66 35
"comp58835_seq0" 0 0 1 0 0 0
"comp29235_seq0" 1 1 1 1 2 0
"comp31480_seq0" 0 1 3 0 8 4
"comp56663_seq0" 0 0 1 0 0 0
"comp2153_seq1" 1030.93 647.27 1191.2 759.83 857.14 614.9
"comp47254_seq0" 0 0 0 0 0 0
"comp34739_seq0" 0 0 1 0 0 0
"comp57233_seq0" 0 0 1 2 0 0
"comp45605_seq0" 3 0 2 0 0 0
"comp45560_seq0" 7 0 0 0 0 8
"comp9046_seq1" 4.27 4.48 61.44 44.7 34.8 0
"comp36116_seq0" 3 4 2 5 12 0
"comp31282_seq0" 2 0 0 3 5 0
"comp38287_seq0" 1 0 0 0 0 0
"comp37415_seq0" 0 0 2 0 2 0
"comp2962_seq7" 85.98 106.81 23.66 113.39 148.89 216.4
"comp45247_seq0" 0 0 0 0 1 0
"comp57772_seq0" 0 0 0 0 0 0
"comp31625_seq0" 1 0 0 7 1 7
"comp45538_seq0" 1 1 2 0 0 4
"comp14296_seq0" 2 1 0 3 0 1
"comp36033_seq0" 0 3 0 0 1 1
"comp54987_seq0" 1 0 3 0 0 0
"comp7351_seq0" 165.84 177.5 218.1 168.79 148.66 127.88
"comp25056_seq1" 4 0 2 0 9 1
"comp47092_seq0" 0 0 0 0 2 0
"comp49283_seq0" 1 7 4 0 0 0
"comp26842_seq1" 0 1 2 6 15 10
"comp36343_seq0" 0 1 0 0 4 1
"comp25719_seq0" 7 0 3 0 3 1
"comp18977_seq0" 11 9 2 1 12 5
"comp11972_seq0" 15 10 7 11 11 11
"comp38614_seq0" 0 0 12 4 0 2
"comp15399_seq0" 16 24 4 44 52 33
"comp17_seq2" 52 44 61 73 100 67
"comp23918_seq0" 7 4 1 5 0 2
"comp52810_seq0" 0 0 0 1 0 0
"comp11637_seq1" 34.39 23 13.34 36.8 35.61 37
"comp46801_seq0" 0 0 0 0 0 0
"comp215_seq2" 3308.57 4313.02 5287.19 5012.32 6855.04 3652.52
"comp1491_seq1" 246.03 208.18 124.35 258.82 252.26 251.55
"comp35572_seq0" 0 0 3 0 1 7
"comp16341_seq0" 3 7 4 4 6 2
"comp2896_seq1" 486.37 611 520.25 725.65 791.31 529.62
"comp28329_seq0" 3 4 1 2 5 0
"comp16031_seq0" 7 12 0 9 3 6
"comp10425_seq0" 107 48 104 98 121 111
"comp57217_seq0" 0 0 0 0 0 0
"comp58485_seq0" 0 1 0 2 0 0
"comp15020_seq0" 40 40 37 64 77 205
"comp54847_seq0" 0 0 1 0 0 0
"comp502_seq5" 19.05 58.54 81.87 72.79 101.88 59.42
"comp19510_seq0" 10 17 6 22 37 9
"comp14475_seq0" 42 21 27 55 58 35
"comp49634_seq0" 0 0 0 2 0 5
"comp32824_seq0" 3 0 8 4 2 3
"comp1799_seq0" 192.46 180.13 194.81 62.64 111.44 135.23
"comp4107_seq0" 62.05 32.18 77.31 45.81 72.2 230.25
"comp9339_seq0" 376 172 233 130 168 93
"comp33419_seq0" 1 5 6 1 0 2
"comp53161_seq0" 0 0 0 0 0 0
"comp58620_seq0" 0 0 0 0 0 0
"comp10680_seq0" 36 27 31 31 31 34
"comp10991_seq0" 62 56 81 77 93 135
"comp1368_seq0" 1231.49 912.05 1055.03 1374.25 2065.79 1443.29
"comp28589_seq0" 0 0 1 0 0 0
"comp21175_seq0" 0 0 0 0 0 1.41
"comp30993_seq0" 3 5 1 2 7 1
"comp6989_seq0" 64 145 284.6 79 107 104
"comp57160_seq0" 0 0 0 0 0 3
"comp28090_seq0" 28.29 3.86 6.3 9.76 20.63 17.77
"comp31868_seq0" 11 17 21 15 19 24
"comp25204_seq0" 1 0 0 0 0 1
"comp27655_seq0" 23 3 7 2 2 0
"comp31830_seq0" 2 1 5 2 0 3
"comp24748_seq0" 0 0 2 2 0 0
"comp57138_seq0" 1 0 2 0 2 0
"comp19140_seq0" 6 2 0 1 2 0
"comp2176_seq4" 1314 960 1413 1341 1441 1421
"comp22478_seq0" 6 0 7 1 5 4
"comp2225_seq0" 488.15 375.47 596.54 478.57 488.42 585.58
"comp57351_seq0" 0 0 0 0 0 0
"comp53994_seq0" 0 1 3 0 0 0
"comp49188_seq0" 0 0 0 0 0 0
"comp22763_seq0" 12 0 4 10 6 1
"comp3484_seq4" 65 102 41 72 124 82
"comp28454_seq0" 1 3 3 1 1 0
"comp5224_seq2" 13.01 18.37 26.25 18.44 10.6 22.39
"comp49226_seq0" 0 0 1 0 0 0
"comp57684_seq0" 0 0 1 3 0 0
"comp15756_seq0" 33 60 29 20 31 63
"comp5179_seq0" 338 176.42 337 383.45 374 308.39
"comp36017_seq0" 2 0 4 2 2 2
"comp9030_seq1" 11.07 10 29.79 52.94 23.38 3.43
"comp12903_seq1" 30 72 95 68 56 61
"comp38028_seq0" 0 0 0 0 1 4
"comp46716_seq0" 0 0 2 0 0 0
"comp7109_seq0" 3 2 23 11 3 3
"comp4185_seq0" 485.81 81.96 707.99 95.91 1369.98 92.94
"comp40648_seq0" 5 0 0 0 0 0
"comp788_seq1" 1406.98 984.02 1464.15 636.68 693.9 894.9
"comp12745_seq0" 28 20 59 0 3 0
"comp44139_seq0" 0 0 0 0 0 0
"comp53350_seq0" 0 0 0 0 0 0
"comp10567_seq0" 1 0 2 0 0 3
"comp51200_seq0" 0 0 0 0 4 0
"comp11694_seq0" 72 36 30 69 103 51
"comp36044_seq0" 1 0 5 2 1 2
"comp1778_seq0" 1002.39 1355.79 1325.21 738.35 659.03 725.97
"comp9412_seq0" 8 8 14 10 9 7
"comp10781_seq0" 32 19 11 23 31 27
"comp7697_seq0" 14 10 28 22 20 15
"comp58721_seq0" 1 0 0 0 0 0
"comp6100_seq0" 122 65 74 92 92 117
"comp36334_seq0" 0 0 0 1 0 0
"comp27396_seq0" 20 9 12 7 13 16
"comp13528_seq0" 18 10 18 28 30 21
"comp10442_seq0" 96 77 141 135 142 126
"comp58407_seq0" 0 0 0 0 0 0
"comp51402_seq0" 0 0 0 0 0 2
"comp17716_seq0" 12 0 9 11.93 18 17.31
"comp23755_seq0" 22.84 7 7 8.57 4 11.94
"comp26578_seq0" 2 3 6 3 0 2
"comp10240_seq0" 151 39 80 192 152 141
"comp1764_seq1" 754 538 989 705 673 726
"comp1324_seq0" 212 187 239 191 230 551
"comp2737_seq4" 219.17 93.28 127.47 243.44 123.99 195.12
"comp14552_seq0" 7 7 11 13 18 4
"comp45709_seq0" 0 0 0 0 0 4
"comp34635_seq0" 1 0 0 0 2 0
"comp48375_seq0" 0 4 1 0 0 2
"comp20595_seq1" 6 0 8 6 5 8
"comp31729_seq0" 3 0 0 2 1 0
"comp30783_seq0" 0 0 2 0 1 0
"comp34508_seq0" 0 5 4 0 0 0
"comp2057_seq1" 284.5 162.03 124.02 95.02 105.86 113.13
"comp26811_seq0" 2 3 0 2 3 5
"comp55311_seq0" 0 0 0 5 0 0
"comp43908_seq0" 1 1 5 1 0 5
"comp25615_seq0" 4 1 6 2 0 9
"comp27593_seq0" 4 1 3 1 4 4
"comp53784_seq0" 0 1 1 0 1 2
"comp54065_seq0" 0 0 0 0 0 0
"comp10932_seq0" 11 9 7 2 2 3
"comp29499_seq0" 0 1 1 0 0 2
"comp7980_seq0" 54 28 48 68 108 84
"comp57244_seq0" 0 0 0 0 0 0
"comp51916_seq0" 0 0 0 0 0 0
"comp54814_seq0" 0 0 0 0 0 0
"comp814_seq0" 435.18 617.76 368.44 644.3 590.15 856.59
"comp4699_seq0" 208 130 114 173 222 221
"comp8152_seq0" 202.77 110.21 250.75 189.97 152.75 178.61
"comp8818_seq2" 214.36 101.08 228.88 179.79 260.42 183.97
"comp5198_seq0" 172 93 162 178 154 191
"comp40288_seq0" 0 0 0 0 0 1
"comp55257_seq0" 0 0 0 4 0 3
"comp44176_seq0" 0 0 3 2 1 1
"comp19264_seq0" 4 8 2 9 17 15
"comp52606_seq0" 0 0 3 0 0 0
"comp40126_seq0" 0 0 0 0 1 0
"comp49705_seq0" 0 5 1 0 0 0
"comp6157_seq0" 72 41 83 78 121 114
"comp49997_seq0" 0 0 1 0 0 0
"comp54293_seq0" 0 2 1 0 0 0
"comp3363_seq4" 56.84 45.42 91.67 28.58 56.58 31
"comp18164_seq0" 13 3 12 6 16 9
"comp20454_seq0" 5 5 4 10 4 0
"comp37799_seq0" 1 2 3 1 0 3
"comp24114_seq0" 2 4 6 12 11 11
"comp46279_seq0" 0 0 0 1 0 0
"comp26008_seq0" 4 0 12 0 0 0
"comp5835_seq0" 197.48 229 285.87 257.22 275 318.65
"comp349_seq5" 0 0 0 0 0 0
"comp12949_seq1" 0 6.25 5.97 0 0 0
"comp4_seq0" 678099.6 722983.9 1224659 894300.3 1469008 890106.6
"comp35688_seq0" 1 0 1 6 0 0
"comp435_seq5" 2733.03 2022.42 3264.19 2665.88 1987.37 2087.49
"comp24544_seq0" 0 13 0 0 0 0
"comp29958_seq0" 1 0 0 4 2 1
"comp2856_seq3" 93 43 158 144 45 59
"comp48648_seq0" 0 0 1 0 0 0
"comp16576_seq1" 75 99 87 92 89.86 75
"comp11414_seq0" 4 9 0 4 7 1
"comp21326_seq0" 13.11 1 12 2 6.28 6
"comp7955_seq0" 199 175 158 206 136 200
"comp43766_seq0" 0 2 1 0 0 1
"comp30028_seq0" 2 0 0 0 2 0
"comp33067_seq0" 1 1 9 0 2 6
"comp34078_seq0" 2 0 1 1 1 4
"comp52992_seq0" 0 0 0 0 0 0
"comp17624_seq0" 0 13 5 1 0 0
"comp50620_seq0" 0 0 0 0 0 1
"comp18991_seq0" 3 0 9 8 6 3
"comp36469_seq0" 0 0 6 0 0 0
"comp56111_seq0" 0 0 0 0 0 0
"comp42100_seq0" 0 0 0 0 0 0
"comp39324_seq0" 0 0 1 3 0 2
"comp14802_seq0" 17 48 28 36 50 39
"comp54670_seq0" 0 1 0 0 0 7
"comp15542_seq1" 17 8 19 58 38 40
"comp8759_seq0" 97 86 100 110 114.11 136
"comp55599_seq0" 0 0 0 0 0 0
"comp6528_seq0" 20.17 25.65 11.64 8.71 13.73 7.02
"comp34858_seq0" 3 1 0 2 1 9
"comp53637_seq0" 0 0 0 0 0 0
"comp18425_seq0" 49 29 40 25 32 26
"comp50485_seq0" 0 1 1 0 1 0
"comp55080_seq0" 0 1 2 0 0 0
"comp44032_seq0" 0 0 2 0 0 0
"comp16666_seq0" 11 1 0 1 0 1
"comp44342_seq0" 1 0 1 0 0 5
"comp29619_seq0" 1 2 1 2 0 3
"comp25921_seq0" 7 7 5 3 2 6
"comp56541_seq0" 0 0 0 0 0 0
"comp20090_seq0" 13 7 16 22 33 19
"comp6239_seq0" 28.74 63.27 76.19 44.59 134.26 55.65
"comp25495_seq0" 0 0 0 0 0 0
"comp35134_seq0" 1 2 7 0 0 2
"comp43195_seq0" 0 0 1 1 0 3
"comp21523_seq0" 2 3.07 4.08 2 5.57 2
"comp20589_seq0" 12 0 9 1 4 2
"comp33822_seq0" 3 2 0 0 0 0
"comp23323_seq1" 0 0 0 24 25 0
"comp38993_seq0" 2 0 0 0 0 1
"comp26774_seq0" 0 6 4 4 2 0
"comp354_seq0" 5317.12 4467.96 5350.61 4518.2 3327.9 4151.7
"comp3552_seq0" 134 144 127 146 204 1214
"comp1262_seq2" 5.63 7.69 3.17 3.03 1.45 0
"comp11937_seq0" 2 0 1 1 2 7
"comp18932_seq0" 18 6 5 11 14 14
"comp7230_seq0" 126.36 149.74 175.7 143.38 174.07 132.37
"comp3901_seq0" 29.72 27 74 56 38 42
"comp17152_seq1" 0 7 0 0 0 3.25
"comp49787_seq0" 0 0 0 3 2 2
"comp46236_seq0" 0 1 0 2 0 2
"comp47666_seq0" 0 0 0 1 1 1
"comp32569_seq0" 1 0 6 0 1 0
"comp49561_seq0" 1 0 0 7 0 0
"comp37989_seq0" 0 0 0 0 1 0
"comp39086_seq0" 0 0 0 0 0 0
"comp13724_seq0" 73.6 33.09 48 57.67 35 46.61
"comp11672_seq1" 0 29 0 3.99 0 20.5
"comp4150_seq0" 207.02 163.79 248.22 278.22 244.93 462.35
"comp34704_seq0" 1 4 0 5 5 17
"comp35537_seq0" 0 2 2 1 1 37
"comp48126_seq0" 2 0 0 0 0 0
"comp16539_seq1" 4.2 27.59 10.67 6.42 19.84 8.4
"comp35248_seq0" 0 0 0 0 0 0
"comp33699_seq0" 2 0 0 0 4 2
"comp52782_seq0" 0 0 0 0 1 5
"comp52441_seq0" 1 3 0 0 0 2
"comp44091_seq0" 0 0 0 0 0 0
"comp48288_seq0" 2 0 0 4 0 0
"comp241_seq4" 342.49 225.69 1569.6 909.39 2037.15 1467.55
"comp51055_seq0" 0 0 0 3 0 0
"comp45970_seq0" 1 0 3 0 0 0
"comp3900_seq2" 308 227 239 238 309 287
"comp18240_seq0" 34 9 56 11 16 5
"comp27838_seq0" 6 4 9 5 3 2
"comp46624_seq0" 4 0 0 2 0 0
"comp50407_seq0" 0 0 0 1 0 0
"comp24517_seq0" 0 0 15 0 0 0
"comp7702_seq0" 0 13.62 0 25.72 0 0
"comp53588_seq0" 0 0 2 0 0 0
"comp9817_seq0" 13 51 5 3 6 7
"comp18442_seq0" 22 15 36 28 34 25
"comp11447_seq0" 11 25 24 16 23 33
"comp6564_seq0" 25.2 6.72 26.19 25.57 17.83 59.03
"comp50721_seq0" 0 2 1 0 0 0
"comp27860_seq0" 1 4 0 2 0 0
"comp5772_seq0" 4.25 1.33 1.02 1 3.29 11.46
